project_id,task_id,task_type,planned_duration_days,actual_duration_days,delay_days,grace_period_days,penalty_per_day_inr,contractor_past_delay_rate,is_monsoon_period,material_supply_delay,preceding_task_delayed,task_sequence_index,delay_cause,violation,penalty_amount_inr,data_source
PROJ_0005,PROJ_0005_T05,bituminous_macadam_laying,30,30,0,3,10000,0.3,1,0,1,4,on_schedule,0,0,synthetic
PROJ_0005,PROJ_0005_T06,guardrail_installation,25,23,0,5,10000,0.3,1,0,0,5,on_schedule,0,0,synthetic
PROJ_0006,PROJ_0006_T01,sub_base_course_preparation,45,73,28,0,10000,0.36,1,0,0,0,equipment_breakdown,1,280000,synthetic
PROJ_0006,PROJ_0006_T02,bituminous_macadam_laying,30,39,9,3,10000,0.36,0,0,1,1,equipment_breakdown,1,60000,synthetic
PROJ_0006,PROJ_0006_T03,bridge_deck_construction,60,52,0,7,10000,0.36,0,0,1,2,on_schedule,0,0,synthetic
PROJ_0006,PROJ_0006_T04,guardrail_installation,25,31,6,5,10000,0.36,1,1,0,3,material_shortage,1,10000,synthetic
PROJ_0006,PROJ_0006_T05,road_marking_and_signage_installation,15,12,0,0,10000,0.36,1,0,1,4,on_schedule,0,0,synthetic
PROJ_0006,PROJ_0006_T06,site_clearance_and_excavation,20,18,0,0,10000,0.36,0,0,0,5,on_schedule,0,0,synthetic
PROJ_0007,PROJ_0007_T01,sub_base_course_preparation,45,37,0,0,10000,0.22,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0007,PROJ_0007_T02,bituminous_macadam_laying,30,46,16,3,10000,0.22,1,0,0,1,equipment_breakdown,1,130000,synthetic
PROJ_0007,PROJ_0007_T03,bridge_deck_construction,60,57,0,7,10000,0.22,1,0,1,2,on_schedule,0,0,synthetic
PROJ_0008,PROJ_0008_T01,bridge_deck_construction,60,58,0,7,10000,0.56,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0008,PROJ_0008_T02,road_marking_and_signage_installation,15,15,0,0,10000,0.56,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0008,PROJ_0008_T03,guardrail_installation,25,28,3,5,10000,0.56,0,0,0,2,utility_shifting,0,0,synthetic
PROJ_0008,PROJ_0008_T04,sub_base_course_preparation,45,39,0,0,10000,0.56,0,0,1,3,on_schedule,0,0,synthetic
PROJ_0009,PROJ_0009_T01,bridge_deck_construction,60,63,3,7,10000,0.14,0,0,0,0,utility_shifting,0,0,synthetic
PROJ_0009,PROJ_0009_T02,bituminous_macadam_laying,30,26,0,3,10000,0.14,1,0,1,1,on_schedule,0,0,synthetic
PROJ_0009,PROJ_0009_T03,road_marking_and_signage_installation,15,18,3,0,10000,0.14,0,0,0,2,subcontractor_failure,1,30000,synthetic
PROJ_0010,PROJ_0010_T01,road_marking_and_signage_installation,15,15,0,0,10000,0.5,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0010,PROJ_0010_T02,bituminous_macadam_laying,30,29,0,3,10000,0.5,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0010,PROJ_0010_T03,sub_base_course_preparation,45,67,22,0,10000,0.5,0,0,0,2,rain_monsoon,1,220000,synthetic
PROJ_0010,PROJ_0010_T04,guardrail_installation,25,43,18,5,10000,0.5,0,0,1,3,subcontractor_failure,1,130000,synthetic
PROJ_0010,PROJ_0010_T05,bridge_deck_construction,60,52,0,7,10000,0.5,1,0,1,4,on_schedule,0,0,synthetic
PROJ_0010,PROJ_0010_T06,site_clearance_and_excavation,20,23,3,0,10000,0.5,0,0,0,5,subcontractor_failure,1,30000,synthetic
PROJ_0011,PROJ_0011_T01,sub_base_course_preparation,45,39,0,0,10000,0.43,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0011,PROJ_0011_T02,bituminous_macadam_laying,30,27,0,3,10000,0.43,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0011,PROJ_0011_T03,bridge_deck_construction,60,48,0,7,10000,0.43,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0012,PROJ_0012_T01,site_clearance_and_excavation,20,30,10,0,10000,0.1,0,0,0,0,labour_dispute,1,100000,synthetic
PROJ_0012,PROJ_0012_T02,guardrail_installation,25,24,0,5,10000,0.1,0,0,1,1,on_schedule,0,0,synthetic
PROJ_0012,PROJ_0012_T03,bridge_deck_construction,60,48,0,7,10000,0.1,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0012,PROJ_0012_T04,road_marking_and_signage_installation,15,13,0,0,10000,0.1,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0012,PROJ_0012_T05,sub_base_course_preparation,45,37,0,0,10000,0.1,0,0,0,4,on_schedule,0,0,synthetic
PROJ_0012,PROJ_0012_T06,bituminous_macadam_laying,30,33,3,3,10000,0.1,1,0,0,5,labour_dispute,0,0,synthetic
PROJ_0013,PROJ_0013_T01,sub_base_course_preparation,45,42,0,0,10000,0.57,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0013,PROJ_0013_T02,road_marking_and_signage_installation,15,13,0,0,10000,0.57,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0013,PROJ_0013_T03,bituminous_macadam_laying,30,43,13,3,10000,0.57,1,0,0,2,equipment_breakdown,1,100000,synthetic
PROJ_0014,PROJ_0014_T01,bituminous_macadam_laying,30,28,0,3,10000,0.26,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0014,PROJ_0014_T02,bridge_deck_construction,60,83,23,7,10000,0.26,0,0,0,1,rain_monsoon,1,160000,synthetic
PROJ_0014,PROJ_0014_T03,site_clearance_and_excavation,20,17,0,0,10000,0.26,1,0,1,2,on_schedule,0,0,synthetic
PROJ_0014,PROJ_0014_T04,guardrail_installation,25,25,0,5,10000,0.26,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0014,PROJ_0014_T05,sub_base_course_preparation,45,44,0,0,10000,0.26,0,0,0,4,on_schedule,0,0,synthetic
PROJ_0014,PROJ_0014_T06,road_marking_and_signage_installation,15,14,0,0,10000,0.26,0,0,0,5,on_schedule,0,0,synthetic
PROJ_0015,PROJ_0015_T01,bituminous_macadam_laying,30,25,0,3,10000,0.23,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0015,PROJ_0015_T02,sub_base_course_preparation,45,62,17,0,10000,0.23,1,0,0,1,subcontractor_failure,1,170000,synthetic
PROJ_0015,PROJ_0015_T03,road_marking_and_signage_installation,15,12,0,0,10000,0.23,0,0,1,2,on_schedule,0,0,synthetic
PROJ_0015,PROJ_0015_T04,site_clearance_and_excavation,20,18,0,0,10000,0.23,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0016,PROJ_0016_T01,road_marking_and_signage_installation,15,15,0,0,10000,0.27,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0016,PROJ_0016_T02,guardrail_installation,25,30,5,5,10000,0.27,1,1,0,1,material_shortage,0,0,synthetic
PROJ_0016,PROJ_0016_T03,bridge_deck_construction,60,50,0,7,10000,0.27,1,0,1,2,on_schedule,0,0,synthetic
PROJ_0017,PROJ_0017_T01,guardrail_installation,25,25,0,5,10000,0.12,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0017,PROJ_0017_T02,bituminous_macadam_laying,30,28,0,3,10000,0.12,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0017,PROJ_0017_T03,bridge_deck_construction,60,59,0,7,10000,0.12,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0017,PROJ_0017_T04,sub_base_course_preparation,45,39,0,0,10000,0.12,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0018,PROJ_0018_T01,bituminous_macadam_laying,30,30,0,3,10000,0.54,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0018,PROJ_0018_T02,road_marking_and_signage_installation,15,28,13,0,10000,0.54,1,0,0,1,rain_monsoon,1,130000,synthetic
PROJ_0018,PROJ_0018_T03,guardrail_installation,25,23,0,5,10000,0.54,0,0,1,2,on_schedule,0,0,synthetic
PROJ_0018,PROJ_0018_T04,sub_base_course_preparation,45,75,30,0,10000,0.54,1,0,0,3,utility_shifting,1,300000,synthetic
PROJ_0019,PROJ_0019_T01,bridge_deck_construction,60,49,0,7,10000,0.21,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0019,PROJ_0019_T02,road_marking_and_signage_installation,15,15,0,0,10000,0.21,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0019,PROJ_0019_T03,site_clearance_and_excavation,20,16,0,0,10000,0.21,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0019,PROJ_0019_T04,sub_base_course_preparation,45,62,17,0,10000,0.21,0,1,0,3,material_shortage,1,170000,synthetic
PROJ_0020,PROJ_0020_T01,guardrail_installation,25,39,14,5,10000,0.27,0,1,0,0,material_shortage,1,90000,synthetic
PROJ_0020,PROJ_0020_T02,site_clearance_and_excavation,20,16,0,0,10000,0.27,1,0,1,1,on_schedule,0,0,synthetic
PROJ_0020,PROJ_0020_T03,bituminous_macadam_laying,30,29,0,3,10000,0.27,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0020,PROJ_0020_T04,road_marking_and_signage_installation,15,14,0,0,10000,0.27,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0020,PROJ_0020_T05,sub_base_course_preparation,45,41,0,0,10000,0.27,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0020,PROJ_0020_T06,bridge_deck_construction,60,56,0,7,10000,0.27,0,0,0,5,on_schedule,0,0,synthetic
PROJ_0021,PROJ_0021_T01,site_clearance_and_excavation,20,16,0,0,10000,0.31,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0021,PROJ_0021_T02,road_marking_and_signage_installation,15,15,0,0,10000,0.31,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0021,PROJ_0021_T03,guardrail_installation,25,23,0,5,10000,0.31,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0021,PROJ_0021_T04,sub_base_course_preparation,45,38,0,0,10000,0.31,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0022,PROJ_0022_T01,bridge_deck_construction,60,51,0,7,10000,0.36,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0022,PROJ_0022_T02,sub_base_course_preparation,45,48,3,0,10000,0.36,1,0,0,1,labour_dispute,1,30000,synthetic
PROJ_0022,PROJ_0022_T03,guardrail_installation,25,20,0,5,10000,0.36,1,0,1,2,on_schedule,0,0,synthetic
PROJ_0022,PROJ_0022_T04,bituminous_macadam_laying,30,29,0,3,10000,0.36,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0022,PROJ_0022_T05,site_clearance_and_excavation,20,19,0,0,10000,0.36,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0023,PROJ_0023_T01,bridge_deck_construction,60,59,0,7,10000,0.22,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0023,PROJ_0023_T02,bituminous_macadam_laying,30,38,8,3,10000,0.22,1,0,0,1,rain_monsoon,1,50000,synthetic
PROJ_0023,PROJ_0023_T03,sub_base_course_preparation,45,75,30,0,10000,0.22,1,0,1,2,utility_shifting,1,300000,synthetic
PROJ_0023,PROJ_0023_T04,road_marking_and_signage_installation,15,15,0,0,10000,0.22,1,0,1,3,on_schedule,0,0,synthetic
PROJ_0023,PROJ_0023_T05,site_clearance_and_excavation,20,19,0,0,10000,0.22,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0023,PROJ_0023_T06,guardrail_installation,25,33,8,5,10000,0.22,1,0,0,5,land_acquisition,1,30000,synthetic
PROJ_0024,PROJ_0024_T01,bituminous_macadam_laying,30,28,0,3,10000,0.24,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0024,PROJ_0024_T02,guardrail_installation,25,33,8,5,10000,0.24,0,0,0,1,design_change,1,30000,synthetic
PROJ_0024,PROJ_0024_T03,road_marking_and_signage_installation,15,12,0,0,10000,0.24,1,0,1,2,on_schedule,0,0,synthetic
PROJ_0024,PROJ_0024_T04,site_clearance_and_excavation,20,20,0,0,10000,0.24,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0025,PROJ_0025_T01,site_clearance_and_excavation,20,32,12,0,10000,0.13,1,0,0,0,land_acquisition,1,120000,synthetic
PROJ_0025,PROJ_0025_T02,bridge_deck_construction,60,54,0,7,10000,0.13,0,0,1,1,on_schedule,0,0,synthetic
PROJ_0025,PROJ_0025_T03,bituminous_macadam_laying,30,26,0,3,10000,0.13,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0025,PROJ_0025_T04,guardrail_installation,25,23,0,5,10000,0.13,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0025,PROJ_0025_T05,road_marking_and_signage_installation,15,15,0,0,10000,0.13,0,0,0,4,on_schedule,0,0,synthetic
PROJ_0025,PROJ_0025_T06,sub_base_course_preparation,45,38,0,0,10000,0.13,0,0,0,5,on_schedule,0,0,synthetic
PROJ_0026,PROJ_0026_T01,bridge_deck_construction,60,50,0,7,10000,0.4,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0026,PROJ_0026_T02,bituminous_macadam_laying,30,26,0,3,10000,0.4,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0026,PROJ_0026_T03,sub_base_course_preparation,45,41,0,0,10000,0.4,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0026,PROJ_0026_T04,guardrail_installation,25,39,14,5,10000,0.4,0,0,0,3,land_acquisition,1,90000,synthetic
PROJ_0026,PROJ_0026_T05,road_marking_and_signage_installation,15,12,0,0,10000,0.4,1,0,1,4,on_schedule,0,0,synthetic
PROJ_0026,PROJ_0026_T06,site_clearance_and_excavation,20,23,3,0,10000,0.4,0,1,0,5,material_shortage,1,30000,synthetic
PROJ_0027,PROJ_0027_T01,bituminous_macadam_laying,30,52,22,3,10000,0.2,0,0,0,0,rain_monsoon,1,190000,synthetic
PROJ_0027,PROJ_0027_T02,sub_base_course_preparation,45,40,0,0,10000,0.2,1,0,1,1,on_schedule,0,0,synthetic
PROJ_0027,PROJ_0027_T03,road_marking_and_signage_installation,15,25,10,0,10000,0.2,0,0,0,2,rain_monsoon,1,100000,synthetic
PROJ_0027,PROJ_0027_T04,bridge_deck_construction,60,49,0,7,10000,0.2,0,0,1,3,on_schedule,0,0,synthetic
PROJ_0028,PROJ_0028_T01,site_clearance_and_excavation,20,30,10,0,10000,0.39,0,0,0,0,rain_monsoon,1,100000,synthetic
PROJ_0028,PROJ_0028_T02,bridge_deck_construction,60,54,0,7,10000,0.39,1,0,1,1,on_schedule,0,0,synthetic
PROJ_0028,PROJ_0028_T03,road_marking_and_signage_installation,15,26,11,0,10000,0.39,0,0,0,2,utility_shifting,1,110000,synthetic
PROJ_0028,PROJ_0028_T04,bituminous_macadam_laying,30,30,0,3,10000,0.39,1,0,1,3,on_schedule,0,0,synthetic
PROJ_0028,PROJ_0028_T05,guardrail_installation,25,37,12,5,10000,0.39,0,0,0,4,subcontractor_failure,1,70000,synthetic
PROJ_0029,PROJ_0029_T01,sub_base_course_preparation,45,39,0,0,10000,0.19,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0029,PROJ_0029_T02,guardrail_installation,25,23,0,5,10000,0.19,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0029,PROJ_0029_T03,site_clearance_and_excavation,20,20,0,0,10000,0.19,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0029,PROJ_0029_T04,road_marking_and_signage_installation,15,15,0,0,10000,0.19,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0029,PROJ_0029_T05,bridge_deck_construction,60,74,14,7,10000,0.19,1,0,0,4,utility_shifting,1,70000,synthetic
PROJ_0029,PROJ_0029_T06,bituminous_macadam_laying,30,28,0,3,10000,0.19,1,0,1,5,on_schedule,0,0,synthetic
PROJ_0030,PROJ_0030_T01,road_marking_and_signage_installation,15,15,0,0,10000,0.36,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0030,PROJ_0030_T02,bituminous_macadam_laying,30,29,0,3,10000,0.36,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0030,PROJ_0030_T03,bridge_deck_construction,60,48,0,7,10000,0.36,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0031,PROJ_0031_T01,bridge_deck_construction,60,56,0,7,10000,0.21,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0031,PROJ_0031_T02,road_marking_and_signage_installation,15,14,0,0,10000,0.21,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0031,PROJ_0031_T03,guardrail_installation,25,22,0,5,10000,0.21,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0031,PROJ_0031_T04,site_clearance_and_excavation,20,24,4,0,10000,0.21,1,0,0,3,labour_dispute,1,40000,synthetic
PROJ_0031,PROJ_0031_T05,sub_base_course_preparation,45,57,12,0,10000,0.21,0,0,1,4,labour_dispute,1,120000,synthetic
PROJ_0032,PROJ_0032_T01,sub_base_course_preparation,45,38,0,0,10000,0.24,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0032,PROJ_0032_T02,bridge_deck_construction,60,95,35,7,10000,0.24,1,0,0,1,equipment_breakdown,1,280000,synthetic
PROJ_0032,PROJ_0032_T03,guardrail_installation,25,27,2,5,10000,0.24,0,0,1,2,land_acquisition,0,0,synthetic
PROJ_0032,PROJ_0032_T04,bituminous_macadam_laying,30,30,0,3,10000,0.24,1,0,1,3,on_schedule,0,0,synthetic
PROJ_0032,PROJ_0032_T05,site_clearance_and_excavation,20,21,1,0,10000,0.24,1,0,0,4,land_acquisition,1,10000,synthetic
PROJ_0032,PROJ_0032_T06,road_marking_and_signage_installation,15,14,0,0,10000,0.24,0,0,1,5,on_schedule,0,0,synthetic
PROJ_0033,PROJ_0033_T01,site_clearance_and_excavation,20,16,0,0,10000,0.23,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0033,PROJ_0033_T02,bituminous_macadam_laying,30,49,19,3,10000,0.23,0,0,0,1,land_acquisition,1,160000,synthetic
PROJ_0033,PROJ_0033_T03,sub_base_course_preparation,45,37,0,0,10000,0.23,1,0,1,2,on_schedule,0,0,synthetic
PROJ_0034,PROJ_0034_T01,site_clearance_and_excavation,20,19,0,0,10000,0.49,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0034,PROJ_0034_T02,bridge_deck_construction,60,48,0,7,10000,0.49,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0034,PROJ_0034_T03,sub_base_course_preparation,45,39,0,0,10000,0.49,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0034,PROJ_0034_T04,road_marking_and_signage_installation,15,17,2,0,10000,0.49,0,0,0,3,equipment_breakdown,1,20000,synthetic
PROJ_0035,PROJ_0035_T01,road_marking_and_signage_installation,15,15,0,0,10000,0.38,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0035,PROJ_0035_T02,bituminous_macadam_laying,30,40,10,3,10000,0.38,1,0,0,1,land_acquisition,1,70000,synthetic
PROJ_0035,PROJ_0035_T03,site_clearance_and_excavation,20,28,8,0,10000,0.38,0,0,1,2,land_acquisition,1,80000,synthetic
PROJ_0035,PROJ_0035_T04,bridge_deck_construction,60,56,0,7,10000,0.38,0,0,1,3,on_schedule,0,0,synthetic
PROJ_0036,PROJ_0036_T01,road_marking_and_signage_installation,15,14,0,0,10000,0.55,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0036,PROJ_0036_T02,bituminous_macadam_laying,30,53,23,3,10000,0.55,1,0,0,1,land_acquisition,1,200000,synthetic
PROJ_0036,PROJ_0036_T03,sub_base_course_preparation,45,44,0,0,10000,0.55,1,0,1,2,on_schedule,0,0,synthetic
PROJ_0036,PROJ_0036_T04,site_clearance_and_excavation,20,20,0,0,10000,0.55,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0037,PROJ_0037_T01,sub_base_course_preparation,45,40,0,0,10000,0.47,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0037,PROJ_0037_T02,guardrail_installation,25,21,0,5,10000,0.47,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0037,PROJ_0037_T03,bituminous_macadam_laying,30,27,0,3,10000,0.47,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0037,PROJ_0037_T04,site_clearance_and_excavation,20,34,14,0,10000,0.47,0,0,0,3,subcontractor_failure,1,140000,synthetic
PROJ_0037,PROJ_0037_T05,bridge_deck_construction,60,54,0,7,10000,0.47,1,0,1,4,on_schedule,0,0,synthetic
PROJ_0037,PROJ_0037_T06,road_marking_and_signage_installation,15,17,2,0,10000,0.47,1,0,0,5,equipment_breakdown,1,20000,synthetic
PROJ_0038,PROJ_0038_T01,guardrail_installation,25,20,0,5,10000,0.45,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0038,PROJ_0038_T02,site_clearance_and_excavation,20,16,0,0,10000,0.45,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0038,PROJ_0038_T03,bituminous_macadam_laying,30,25,0,3,10000,0.45,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0038,PROJ_0038_T04,road_marking_and_signage_installation,15,15,0,0,10000,0.45,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0038,PROJ_0038_T05,sub_base_course_preparation,45,39,0,0,10000,0.45,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0038,PROJ_0038_T06,bridge_deck_construction,60,52,0,7,10000,0.45,1,0,0,5,on_schedule,0,0,synthetic
PROJ_0039,PROJ_0039_T01,bridge_deck_construction,60,56,0,7,10000,0.16,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0039,PROJ_0039_T02,sub_base_course_preparation,45,53,8,0,10000,0.16,0,0,0,1,subcontractor_failure,1,80000,synthetic
PROJ_0039,PROJ_0039_T03,road_marking_and_signage_installation,15,13,0,0,10000,0.16,1,0,1,2,on_schedule,0,0,synthetic
PROJ_0039,PROJ_0039_T04,guardrail_installation,25,22,0,5,10000,0.16,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0039,PROJ_0039_T05,bituminous_macadam_laying,30,27,0,3,10000,0.16,1,0,0,4,on_schedule,0,0,synthetic
PROJ_0039,PROJ_0039_T06,site_clearance_and_excavation,20,25,5,0,10000,0.16,0,0,0,5,design_change,1,50000,synthetic
PROJ_0040,PROJ_0040_T01,guardrail_installation,25,20,0,5,10000,0.53,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0040,PROJ_0040_T02,site_clearance_and_excavation,20,20,0,0,10000,0.53,1,0,0,1,on_schedule,0,0,synthetic
PROJ_0040,PROJ_0040_T03,bridge_deck_construction,60,55,0,7,10000,0.53,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0040,PROJ_0040_T04,sub_base_course_preparation,45,44,0,0,10000,0.53,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0041,PROJ_0041_T01,road_marking_and_signage_installation,15,15,0,0,10000,0.57,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0041,PROJ_0041_T02,bridge_deck_construction,60,58,0,7,10000,0.57,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0041,PROJ_0041_T03,site_clearance_and_excavation,20,16,0,0,10000,0.57,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0041,PROJ_0041_T04,bituminous_macadam_laying,30,28,0,3,10000,0.57,1,0,0,3,on_schedule,0,0,synthetic
PROJ_0041,PROJ_0041_T05,sub_base_course_preparation,45,43,0,0,10000,0.57,0,0,0,4,on_schedule,0,0,synthetic
PROJ_0041,PROJ_0041_T06,guardrail_installation,25,23,0,5,10000,0.57,0,0,0,5,on_schedule,0,0,synthetic
PROJ_0042,PROJ_0042_T01,bridge_deck_construction,60,52,0,7,10000,0.3,1,0,0,0,on_schedule,0,0,synthetic
PROJ_0042,PROJ_0042_T02,road_marking_and_signage_installation,15,15,0,0,10000,0.3,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0042,PROJ_0042_T03,bituminous_macadam_laying,30,30,0,3,10000,0.3,1,0,0,2,on_schedule,0,0,synthetic
PROJ_0042,PROJ_0042_T04,sub_base_course_preparation,45,43,0,0,10000,0.3,0,0,0,3,on_schedule,0,0,synthetic
PROJ_0043,PROJ_0043_T01,bridge_deck_construction,60,54,0,7,10000,0.22,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0043,PROJ_0043_T02,guardrail_installation,25,25,0,5,10000,0.22,0,0,0,1,on_schedule,0,0,synthetic
PROJ_0043,PROJ_0043_T03,road_marking_and_signage_installation,15,14,0,0,10000,0.22,0,0,0,2,on_schedule,0,0,synthetic
PROJ_0044,PROJ_0044_T01,bituminous_macadam_laying,30,25,0,3,10000,0.26,0,0,0,0,on_schedule,0,0,synthetic
PROJ_0044,PROJ_0044_T02,guardrail_installation,25,24,0,5,10000,0.26,0,0,0,1,on_schedule,0,0,synthetic
